Vote,Sector,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Approved Budget (% of GDP),Actual Expenditure (% of GDP),Performance (%),Deviation (UGX),Execution Status,Nominal GDP (UGX Trillions),Subprogram,Source File
13,Education,19/20,477975278.0,,,365.4245245,,,,,130.8,"001 Office of the President 123,932,183 159,697,650
002 State House 245,545,768 274,051,777
003 Office of the Prime Minister 309,773,860 491,201,159
004 Ministry of Defence 1,398,466,892 2,005,157,964
005 Ministry of Public Service 25,420,662 31,241,328
006 Ministry of Foreign Affairs 31,710,895 39,255,542
007 Ministry of Justice and Constitutional Affairs 121,545,578 136,159,305
008 Ministry of Finance, Planning & Economic Dev. 432,751,275 532,281,419
009 Ministry of Internal Affairs 19,268,771 27,317,364
010 Ministry of Agriculture, Animal & Fisheries 331,328,363 358,729,178
011 Ministry of Local Government 281,806,588 229,792,430
012 Ministry of Lands, Housing & Urban Development 132,393,765 198,657,063
013 Ministry of Education and Sports 627,376,591 609,378,244
014 Ministry of Health 973,049,900 1,131,093,253
015 Ministry of Trade, Industry and Cooperatives 64,645,985 112,365,995
016 Ministry of Works and Transport 461,111,294 880,955,614
017 Ministry of Energy and Mineral Development 1,878,255,565 1,756,702,257
018 Ministry of Gender, Labour and Social Development 161,938,567 195,499,554
019 Ministry of Water and Environment 528,278,799 1,148,566,975
020 Ministry of ICT and National Guidance 46,311,166 41,795,794
021 East African Community 60,818,002 28,425,135
022 Ministry of Tourism, Wildlife and Antiquities 87,798,396 100,795,227
023 Ministry of Science,Technology and Innovation 57,952,422 170,294,713
101 Judiciary 134,964,745 128,095,332
102 Electoral Commission 78,700,080 88,542,319
103 Inspectorate of Government (IG) 45,413,369 52,806,996
104 Parliamentary Commission 483,754,508 497,801,367
105 Law Reform Commission 10,277,438 14,872,376
106 Uganda Human Rights Commission 18,308,370 20,224,837
107 Uganda AIDS Commission 7,240,510 6,867,450
108 National Planning Authority 21,651,449 26,052,930
109 Law Development Centre 12,131,389 18,467,389
110 Uganda Industrial Research Institute 14,152,156 14,015,593
111 Busitema University 33,337,760 38,566,942
112 Ethics and Integrity 6,002,773 5,152,099
113 Uganda National Roads Authority 3,620,937,443 3,130,413,876
114 Uganda Cancer Institute 52,252,567 93,072,141
115 Uganda Heart Institute 18,095,195 19,573,592
116 National Medical Stores 258,074,897 300,094,159
117 Uganda Tourism Board 11,481,136 17,514,885
118 Road Fund 417,423,905 542,517,023",Approved Budget Estimate FY 2019-20.pdf
14,Health,19/20,477975278.0,,,365.4245245,,,,,130.8,"001 Office of the President 123,932,183 159,697,650
002 State House 245,545,768 274,051,777
003 Office of the Prime Minister 309,773,860 491,201,159
004 Ministry of Defence 1,398,466,892 2,005,157,964
005 Ministry of Public Service 25,420,662 31,241,328
006 Ministry of Foreign Affairs 31,710,895 39,255,542
007 Ministry of Justice and Constitutional Affairs 121,545,578 136,159,305
008 Ministry of Finance, Planning & Economic Dev. 432,751,275 532,281,419
009 Ministry of Internal Affairs 19,268,771 27,317,364
010 Ministry of Agriculture, Animal & Fisheries 331,328,363 358,729,178
011 Ministry of Local Government 281,806,588 229,792,430
012 Ministry of Lands, Housing & Urban Development 132,393,765 198,657,063
013 Ministry of Education and Sports 627,376,591 609,378,244
014 Ministry of Health 973,049,900 1,131,093,253
015 Ministry of Trade, Industry and Cooperatives 64,645,985 112,365,995
016 Ministry of Works and Transport 461,111,294 880,955,614
017 Ministry of Energy and Mineral Development 1,878,255,565 1,756,702,257
018 Ministry of Gender, Labour and Social Development 161,938,567 195,499,554
019 Ministry of Water and Environment 528,278,799 1,148,566,975
020 Ministry of ICT and National Guidance 46,311,166 41,795,794
021 East African Community 60,818,002 28,425,135
022 Ministry of Tourism, Wildlife and Antiquities 87,798,396 100,795,227
023 Ministry of Science,Technology and Innovation 57,952,422 170,294,713
101 Judiciary 134,964,745 128,095,332
102 Electoral Commission 78,700,080 88,542,319
103 Inspectorate of Government (IG) 45,413,369 52,806,996
104 Parliamentary Commission 483,754,508 497,801,367
105 Law Reform Commission 10,277,438 14,872,376
106 Uganda Human Rights Commission 18,308,370 20,224,837
107 Uganda AIDS Commission 7,240,510 6,867,450
108 National Planning Authority 21,651,449 26,052,930
109 Law Development Centre 12,131,389 18,467,389
110 Uganda Industrial Research Institute 14,152,156 14,015,593
111 Busitema University 33,337,760 38,566,942
112 Ethics and Integrity 6,002,773 5,152,099
113 Uganda National Roads Authority 3,620,937,443 3,130,413,876
114 Uganda Cancer Institute 52,252,567 93,072,141
115 Uganda Heart Institute 18,095,195 19,573,592
116 National Medical Stores 258,074,897 300,094,159
117 Uganda Tourism Board 11,481,136 17,514,885
118 Road Fund 417,423,905 542,517,023",Approved Budget Estimate FY 2019-20.pdf
14,Health,19/20,477975278.0,,,365.4245245,,,,,130.8,"001 Office of the President 123,932,183 159,697,650
002 State House 245,545,768 274,051,777
003 Office of the Prime Minister 309,773,860 491,201,159
004 Ministry of Defence 1,398,466,892 2,005,157,964
005 Ministry of Public Service 25,420,662 31,241,328
006 Ministry of Foreign Affairs 31,710,895 39,255,542
007 Ministry of Justice and Constitutional Affairs 121,545,578 136,159,305
008 Ministry of Finance, Planning & Economic Dev. 432,751,275 532,281,419
009 Ministry of Internal Affairs 19,268,771 27,317,364
010 Ministry of Agriculture, Animal & Fisheries 331,328,363 358,729,178
011 Ministry of Local Government 281,806,588 229,792,430
012 Ministry of Lands, Housing & Urban Development 132,393,765 198,657,063
013 Ministry of Education and Sports 627,376,591 609,378,244
014 Ministry of Health 973,049,900 1,131,093,253
015 Ministry of Trade, Industry and Cooperatives 64,645,985 112,365,995
016 Ministry of Works and Transport 461,111,294 880,955,614
017 Ministry of Energy and Mineral Development 1,878,255,565 1,756,702,257
018 Ministry of Gender, Labour and Social Development 161,938,567 195,499,554
019 Ministry of Water and Environment 528,278,799 1,148,566,975
020 Ministry of ICT and National Guidance 46,311,166 41,795,794
021 East African Community 60,818,002 28,425,135
022 Ministry of Tourism, Wildlife and Antiquities 87,798,396 100,795,227
023 Ministry of Science,Technology and Innovation 57,952,422 170,294,713
101 Judiciary 134,964,745 128,095,332
102 Electoral Commission 78,700,080 88,542,319
103 Inspectorate of Government (IG) 45,413,369 52,806,996
104 Parliamentary Commission 483,754,508 497,801,367
105 Law Reform Commission 10,277,438 14,872,376
106 Uganda Human Rights Commission 18,308,370 20,224,837
107 Uganda AIDS Commission 7,240,510 6,867,450
108 National Planning Authority 21,651,449 26,052,930
109 Law Development Centre 12,131,389 18,467,389
110 Uganda Industrial Research Institute 14,152,156 14,015,593
111 Busitema University 33,337,760 38,566,942
112 Ethics and Integrity 6,002,773 5,152,099
113 Uganda National Roads Authority 3,620,937,443 3,130,413,876
114 Uganda Cancer Institute 52,252,567 93,072,141
115 Uganda Heart Institute 18,095,195 19,573,592
116 National Medical Stores 258,074,897 300,094,159
117 Uganda Tourism Board 11,481,136 17,514,885
118 Road Fund 417,423,905 542,517,023",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,477975278.0,,,365.4245245,,,,,130.8,"001 Office of the President 123,932,183 159,697,650
002 State House 245,545,768 274,051,777
003 Office of the Prime Minister 309,773,860 491,201,159
004 Ministry of Defence 1,398,466,892 2,005,157,964
005 Ministry of Public Service 25,420,662 31,241,328
006 Ministry of Foreign Affairs 31,710,895 39,255,542
007 Ministry of Justice and Constitutional Affairs 121,545,578 136,159,305
008 Ministry of Finance, Planning & Economic Dev. 432,751,275 532,281,419
009 Ministry of Internal Affairs 19,268,771 27,317,364
010 Ministry of Agriculture, Animal & Fisheries 331,328,363 358,729,178
011 Ministry of Local Government 281,806,588 229,792,430
012 Ministry of Lands, Housing & Urban Development 132,393,765 198,657,063
013 Ministry of Education and Sports 627,376,591 609,378,244
014 Ministry of Health 973,049,900 1,131,093,253
015 Ministry of Trade, Industry and Cooperatives 64,645,985 112,365,995
016 Ministry of Works and Transport 461,111,294 880,955,614
017 Ministry of Energy and Mineral Development 1,878,255,565 1,756,702,257
018 Ministry of Gender, Labour and Social Development 161,938,567 195,499,554
019 Ministry of Water and Environment 528,278,799 1,148,566,975
020 Ministry of ICT and National Guidance 46,311,166 41,795,794
021 East African Community 60,818,002 28,425,135
022 Ministry of Tourism, Wildlife and Antiquities 87,798,396 100,795,227
023 Ministry of Science,Technology and Innovation 57,952,422 170,294,713
101 Judiciary 134,964,745 128,095,332
102 Electoral Commission 78,700,080 88,542,319
103 Inspectorate of Government (IG) 45,413,369 52,806,996
104 Parliamentary Commission 483,754,508 497,801,367
105 Law Reform Commission 10,277,438 14,872,376
106 Uganda Human Rights Commission 18,308,370 20,224,837
107 Uganda AIDS Commission 7,240,510 6,867,450
108 National Planning Authority 21,651,449 26,052,930
109 Law Development Centre 12,131,389 18,467,389
110 Uganda Industrial Research Institute 14,152,156 14,015,593
111 Busitema University 33,337,760 38,566,942
112 Ethics and Integrity 6,002,773 5,152,099
113 Uganda National Roads Authority 3,620,937,443 3,130,413,876
114 Uganda Cancer Institute 52,252,567 93,072,141
115 Uganda Heart Institute 18,095,195 19,573,592
116 National Medical Stores 258,074,897 300,094,159
117 Uganda Tourism Board 11,481,136 17,514,885
118 Road Fund 417,423,905 542,517,023",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,477975278.0,,,365.4245245,,,,,130.8,"001 Office of the President 123,932,183 159,697,650
002 State House 245,545,768 274,051,777
003 Office of the Prime Minister 309,773,860 491,201,159
004 Ministry of Defence 1,398,466,892 2,005,157,964
005 Ministry of Public Service 25,420,662 31,241,328
006 Ministry of Foreign Affairs 31,710,895 39,255,542
007 Ministry of Justice and Constitutional Affairs 121,545,578 136,159,305
008 Ministry of Finance, Planning & Economic Dev. 432,751,275 532,281,419
009 Ministry of Internal Affairs 19,268,771 27,317,364
010 Ministry of Agriculture, Animal & Fisheries 331,328,363 358,729,178
011 Ministry of Local Government 281,806,588 229,792,430
012 Ministry of Lands, Housing & Urban Development 132,393,765 198,657,063
013 Ministry of Education and Sports 627,376,591 609,378,244
014 Ministry of Health 973,049,900 1,131,093,253
015 Ministry of Trade, Industry and Cooperatives 64,645,985 112,365,995
016 Ministry of Works and Transport 461,111,294 880,955,614
017 Ministry of Energy and Mineral Development 1,878,255,565 1,756,702,257
018 Ministry of Gender, Labour and Social Development 161,938,567 195,499,554
019 Ministry of Water and Environment 528,278,799 1,148,566,975
020 Ministry of ICT and National Guidance 46,311,166 41,795,794
021 East African Community 60,818,002 28,425,135
022 Ministry of Tourism, Wildlife and Antiquities 87,798,396 100,795,227
023 Ministry of Science,Technology and Innovation 57,952,422 170,294,713
101 Judiciary 134,964,745 128,095,332
102 Electoral Commission 78,700,080 88,542,319
103 Inspectorate of Government (IG) 45,413,369 52,806,996
104 Parliamentary Commission 483,754,508 497,801,367
105 Law Reform Commission 10,277,438 14,872,376
106 Uganda Human Rights Commission 18,308,370 20,224,837
107 Uganda AIDS Commission 7,240,510 6,867,450
108 National Planning Authority 21,651,449 26,052,930
109 Law Development Centre 12,131,389 18,467,389
110 Uganda Industrial Research Institute 14,152,156 14,015,593
111 Busitema University 33,337,760 38,566,942
112 Ethics and Integrity 6,002,773 5,152,099
113 Uganda National Roads Authority 3,620,937,443 3,130,413,876
114 Uganda Cancer Institute 52,252,567 93,072,141
115 Uganda Heart Institute 18,095,195 19,573,592
116 National Medical Stores 258,074,897 300,094,159
117 Uganda Tourism Board 11,481,136 17,514,885
118 Road Fund 417,423,905 542,517,023",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,477975278.0,,,365.4245245,,,,,130.8,"001 Office of the President 123,932,183 159,697,650
002 State House 245,545,768 274,051,777
003 Office of the Prime Minister 309,773,860 491,201,159
004 Ministry of Defence 1,398,466,892 2,005,157,964
005 Ministry of Public Service 25,420,662 31,241,328
006 Ministry of Foreign Affairs 31,710,895 39,255,542
007 Ministry of Justice and Constitutional Affairs 121,545,578 136,159,305
008 Ministry of Finance, Planning & Economic Dev. 432,751,275 532,281,419
009 Ministry of Internal Affairs 19,268,771 27,317,364
010 Ministry of Agriculture, Animal & Fisheries 331,328,363 358,729,178
011 Ministry of Local Government 281,806,588 229,792,430
012 Ministry of Lands, Housing & Urban Development 132,393,765 198,657,063
013 Ministry of Education and Sports 627,376,591 609,378,244
014 Ministry of Health 973,049,900 1,131,093,253
015 Ministry of Trade, Industry and Cooperatives 64,645,985 112,365,995
016 Ministry of Works and Transport 461,111,294 880,955,614
017 Ministry of Energy and Mineral Development 1,878,255,565 1,756,702,257
018 Ministry of Gender, Labour and Social Development 161,938,567 195,499,554
019 Ministry of Water and Environment 528,278,799 1,148,566,975
020 Ministry of ICT and National Guidance 46,311,166 41,795,794
021 East African Community 60,818,002 28,425,135
022 Ministry of Tourism, Wildlife and Antiquities 87,798,396 100,795,227
023 Ministry of Science,Technology and Innovation 57,952,422 170,294,713
101 Judiciary 134,964,745 128,095,332
102 Electoral Commission 78,700,080 88,542,319
103 Inspectorate of Government (IG) 45,413,369 52,806,996
104 Parliamentary Commission 483,754,508 497,801,367
105 Law Reform Commission 10,277,438 14,872,376
106 Uganda Human Rights Commission 18,308,370 20,224,837
107 Uganda AIDS Commission 7,240,510 6,867,450
108 National Planning Authority 21,651,449 26,052,930
109 Law Development Centre 12,131,389 18,467,389
110 Uganda Industrial Research Institute 14,152,156 14,015,593
111 Busitema University 33,337,760 38,566,942
112 Ethics and Integrity 6,002,773 5,152,099
113 Uganda National Roads Authority 3,620,937,443 3,130,413,876
114 Uganda Cancer Institute 52,252,567 93,072,141
115 Uganda Heart Institute 18,095,195 19,573,592
116 National Medical Stores 258,074,897 300,094,159
117 Uganda Tourism Board 11,481,136 17,514,885
118 Road Fund 417,423,905 542,517,023",Approved Budget Estimate FY 2019-20.pdf
13,Education,19/20,75038758.0,,,57.36908104,,,,,130.8,"119 Uganda Registration Services Bureau 24,129,995 24,006,146
120 National Citizenship and Immigration Control 43,873,747 47,766,710
121 Dairy Development Authority 6,965,971 6,735,412
122 Kampala Capital City Authority 318,324,921 446,801,001
123 Rural Electrification Agency (REA) 492,460,615 683,163,645
124 Equal Opportunities Commission 6,368,032 13,171,882
125 National Animal Genetic Res. Centre and Data Bank 14,578,825 18,061,393
126 National Information Technology Authority 89,952,802 139,274,225
127 Muni University 13,754,841 15,735,096
128 Uganda National Examinations Board 85,594,018 115,481,708
129 Financial Intelligence Authority (FIA) 8,174,744 12,499,574
130 Treasury Operations 8,583,676,550 8,861,723,126
131 Auditor General 55,020,201 55,789,459
132 Education Service Commission 6,911,789 8,335,296
133 Office of the Director of Public Prosecutions 32,275,385 34,549,246
134 Health Service Commission 5,420,563 6,404,809
136 Makerere University 248,053,280 282,268,468
137 Mbarara University 42,220,986 48,014,241
138 Makerere University Business School 74,808,807 84,040,510
139 Kyambogo University 108,871,494 141,659,507
140 Uganda Management Institute 32,064,667 37,407,029
141 URA 365,763,452 331,928,638
142 National Agricultural Research Organisation 89,903,406 69,613,657
143 Uganda Bureau of Statistics 53,072,014 49,419,627
144 Uganda Police Force 533,365,868 666,196,532
145 Uganda Prisons 185,492,809 242,133,564
146 Public Service Commission 6,463,511 8,697,049
147 Local Government Finance Commission 5,600,123 5,262,088
148 Judicial Service Commission 8,577,014 9,997,812
149 Gulu University 39,697,751 44,015,536
150 National Environment Management Authority 24,485,385 26,335,755
151 Uganda Blood Transfusion Service (UBTS) 9,721,348 19,182,099
152 NAADS Secretariat 279,704,838 249,988,485
153 PPDA 13,402,961 24,851,778
154 Uganda National Bureau of Standards 39,969,546 47,841,410
155 Uganda Cotton Development Organisation 8,683,497 9,812,888
156 Uganda Land Commission 16,086,444 31,075,802
157 National Forestry Authority 29,508,000 40,958,038
159 External Security Organisation 39,282,828 43,066,374
160 Uganda Coffee Development Authority 76,900,189 101,268,512
161 Mulago Hospital Complex 75,472,959 78,552,876
162 Butabika Hospital 12,759,290 14,752,025
163 Arua Referral Hospital 6,680,539 9,486,059",Approved Budget Estimate FY 2019-20.pdf
14,Health,19/20,75038758.0,,,57.36908104,,,,,130.8,"119 Uganda Registration Services Bureau 24,129,995 24,006,146
120 National Citizenship and Immigration Control 43,873,747 47,766,710
121 Dairy Development Authority 6,965,971 6,735,412
122 Kampala Capital City Authority 318,324,921 446,801,001
123 Rural Electrification Agency (REA) 492,460,615 683,163,645
124 Equal Opportunities Commission 6,368,032 13,171,882
125 National Animal Genetic Res. Centre and Data Bank 14,578,825 18,061,393
126 National Information Technology Authority 89,952,802 139,274,225
127 Muni University 13,754,841 15,735,096
128 Uganda National Examinations Board 85,594,018 115,481,708
129 Financial Intelligence Authority (FIA) 8,174,744 12,499,574
130 Treasury Operations 8,583,676,550 8,861,723,126
131 Auditor General 55,020,201 55,789,459
132 Education Service Commission 6,911,789 8,335,296
133 Office of the Director of Public Prosecutions 32,275,385 34,549,246
134 Health Service Commission 5,420,563 6,404,809
136 Makerere University 248,053,280 282,268,468
137 Mbarara University 42,220,986 48,014,241
138 Makerere University Business School 74,808,807 84,040,510
139 Kyambogo University 108,871,494 141,659,507
140 Uganda Management Institute 32,064,667 37,407,029
141 URA 365,763,452 331,928,638
142 National Agricultural Research Organisation 89,903,406 69,613,657
143 Uganda Bureau of Statistics 53,072,014 49,419,627
144 Uganda Police Force 533,365,868 666,196,532
145 Uganda Prisons 185,492,809 242,133,564
146 Public Service Commission 6,463,511 8,697,049
147 Local Government Finance Commission 5,600,123 5,262,088
148 Judicial Service Commission 8,577,014 9,997,812
149 Gulu University 39,697,751 44,015,536
150 National Environment Management Authority 24,485,385 26,335,755
151 Uganda Blood Transfusion Service (UBTS) 9,721,348 19,182,099
152 NAADS Secretariat 279,704,838 249,988,485
153 PPDA 13,402,961 24,851,778
154 Uganda National Bureau of Standards 39,969,546 47,841,410
155 Uganda Cotton Development Organisation 8,683,497 9,812,888
156 Uganda Land Commission 16,086,444 31,075,802
157 National Forestry Authority 29,508,000 40,958,038
159 External Security Organisation 39,282,828 43,066,374
160 Uganda Coffee Development Authority 76,900,189 101,268,512
161 Mulago Hospital Complex 75,472,959 78,552,876
162 Butabika Hospital 12,759,290 14,752,025
163 Arua Referral Hospital 6,680,539 9,486,059",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,75038758.0,,,57.36908104,,,,,130.8,"119 Uganda Registration Services Bureau 24,129,995 24,006,146
120 National Citizenship and Immigration Control 43,873,747 47,766,710
121 Dairy Development Authority 6,965,971 6,735,412
122 Kampala Capital City Authority 318,324,921 446,801,001
123 Rural Electrification Agency (REA) 492,460,615 683,163,645
124 Equal Opportunities Commission 6,368,032 13,171,882
125 National Animal Genetic Res. Centre and Data Bank 14,578,825 18,061,393
126 National Information Technology Authority 89,952,802 139,274,225
127 Muni University 13,754,841 15,735,096
128 Uganda National Examinations Board 85,594,018 115,481,708
129 Financial Intelligence Authority (FIA) 8,174,744 12,499,574
130 Treasury Operations 8,583,676,550 8,861,723,126
131 Auditor General 55,020,201 55,789,459
132 Education Service Commission 6,911,789 8,335,296
133 Office of the Director of Public Prosecutions 32,275,385 34,549,246
134 Health Service Commission 5,420,563 6,404,809
136 Makerere University 248,053,280 282,268,468
137 Mbarara University 42,220,986 48,014,241
138 Makerere University Business School 74,808,807 84,040,510
139 Kyambogo University 108,871,494 141,659,507
140 Uganda Management Institute 32,064,667 37,407,029
141 URA 365,763,452 331,928,638
142 National Agricultural Research Organisation 89,903,406 69,613,657
143 Uganda Bureau of Statistics 53,072,014 49,419,627
144 Uganda Police Force 533,365,868 666,196,532
145 Uganda Prisons 185,492,809 242,133,564
146 Public Service Commission 6,463,511 8,697,049
147 Local Government Finance Commission 5,600,123 5,262,088
148 Judicial Service Commission 8,577,014 9,997,812
149 Gulu University 39,697,751 44,015,536
150 National Environment Management Authority 24,485,385 26,335,755
151 Uganda Blood Transfusion Service (UBTS) 9,721,348 19,182,099
152 NAADS Secretariat 279,704,838 249,988,485
153 PPDA 13,402,961 24,851,778
154 Uganda National Bureau of Standards 39,969,546 47,841,410
155 Uganda Cotton Development Organisation 8,683,497 9,812,888
156 Uganda Land Commission 16,086,444 31,075,802
157 National Forestry Authority 29,508,000 40,958,038
159 External Security Organisation 39,282,828 43,066,374
160 Uganda Coffee Development Authority 76,900,189 101,268,512
161 Mulago Hospital Complex 75,472,959 78,552,876
162 Butabika Hospital 12,759,290 14,752,025
163 Arua Referral Hospital 6,680,539 9,486,059",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,75038758.0,,,57.36908104,,,,,130.8,"119 Uganda Registration Services Bureau 24,129,995 24,006,146
120 National Citizenship and Immigration Control 43,873,747 47,766,710
121 Dairy Development Authority 6,965,971 6,735,412
122 Kampala Capital City Authority 318,324,921 446,801,001
123 Rural Electrification Agency (REA) 492,460,615 683,163,645
124 Equal Opportunities Commission 6,368,032 13,171,882
125 National Animal Genetic Res. Centre and Data Bank 14,578,825 18,061,393
126 National Information Technology Authority 89,952,802 139,274,225
127 Muni University 13,754,841 15,735,096
128 Uganda National Examinations Board 85,594,018 115,481,708
129 Financial Intelligence Authority (FIA) 8,174,744 12,499,574
130 Treasury Operations 8,583,676,550 8,861,723,126
131 Auditor General 55,020,201 55,789,459
132 Education Service Commission 6,911,789 8,335,296
133 Office of the Director of Public Prosecutions 32,275,385 34,549,246
134 Health Service Commission 5,420,563 6,404,809
136 Makerere University 248,053,280 282,268,468
137 Mbarara University 42,220,986 48,014,241
138 Makerere University Business School 74,808,807 84,040,510
139 Kyambogo University 108,871,494 141,659,507
140 Uganda Management Institute 32,064,667 37,407,029
141 URA 365,763,452 331,928,638
142 National Agricultural Research Organisation 89,903,406 69,613,657
143 Uganda Bureau of Statistics 53,072,014 49,419,627
144 Uganda Police Force 533,365,868 666,196,532
145 Uganda Prisons 185,492,809 242,133,564
146 Public Service Commission 6,463,511 8,697,049
147 Local Government Finance Commission 5,600,123 5,262,088
148 Judicial Service Commission 8,577,014 9,997,812
149 Gulu University 39,697,751 44,015,536
150 National Environment Management Authority 24,485,385 26,335,755
151 Uganda Blood Transfusion Service (UBTS) 9,721,348 19,182,099
152 NAADS Secretariat 279,704,838 249,988,485
153 PPDA 13,402,961 24,851,778
154 Uganda National Bureau of Standards 39,969,546 47,841,410
155 Uganda Cotton Development Organisation 8,683,497 9,812,888
156 Uganda Land Commission 16,086,444 31,075,802
157 National Forestry Authority 29,508,000 40,958,038
159 External Security Organisation 39,282,828 43,066,374
160 Uganda Coffee Development Authority 76,900,189 101,268,512
161 Mulago Hospital Complex 75,472,959 78,552,876
162 Butabika Hospital 12,759,290 14,752,025
163 Arua Referral Hospital 6,680,539 9,486,059",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,367069252.0,,,280.6339847,,,,,130.8,"224003 Classified Expenditure 779,357,227
224004 Cleaning and Sanitation 27,756,120
224005 Uniforms, Beddings and Protective Gear 100,711,816
224006 Agricultural Supplies 513,499,674
225001 Consultancy Services- Short term 222,057,926
225002 Consultancy Services- Long-term 304,858,008
225003 Taxes on (Professional) Services 406,737
226001 Insurances 23,719,694
226002 Licenses 2,741,854
227001 Travel inland 304,394,091
227002 Travel abroad 128,975,781
227003 Carriage, Haulage, Freight and transport hire 73,623,042
227004 Fuel, Lubricants and Oils 161,480,148
228001 Maintenance - Civil 43,979,369
228002 Maintenance - Vehicles 85,399,322
228003 Maintenance (cid:177)(cid:3)Machinery, Equipment & Furniture 44,226,794
228004 Maintenance (cid:177)(cid:3)Other 28,252,281
229201 Sale of goods purchased for resale 17,064,000
273101 Medical expenses (To general Public) 1,269,641
273102 Incapacity, death benefits and funeral expenses 749,068
281401 Rental (cid:177)(cid:3)non produced assets 106,028
282101 Donations 83,245,594
282102 Fines and Penalties/ Court wards 2,505,729
282103 Scholarships and related costs 42,496,154
282104 Compensation to 3rd Parties 91,362,564
282105 Court Awards 0
282161 Disposal of Assets (Loss/Gain) 60,000",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,16813803499.0,,,12854.58983,,,,,130.8,"Output Class :Outputs Funded 14,048,994,355
212105 Pension for Local Governments 109,701,094
212107 Gratuity for Local Governments 84,581,907
241001 Loan interest 340,832,532
241002 Commitment Charges 25,837,622
241003 Debt Management Fees 15,000,000
242001 Treasury bills (Interest) 388,436,993
242002 Bonds (Interest) 1,742,500,000
242003 Other 700,000
244001 Listing Fees 1,000,000
262101 Contributions to International Organisations (Current) 55,354,990
262201 Contributions to International Organisations (Capital) 4,165,001
263101 LG Conditional grants 0
263104 Transfers to other govt. Units (Current) 620,727,029
263105 Treasury Transfers to Agencies (Current) 0
263106 Other Current grants (Current) 444,218,675
263201 LG Conditional grants 214,734,579
263204 Transfers to other govt. Units (Capital) 664,353,599
263206 Other Capital grants (Capital) 200,000
263314 Conditional transfers for Agric Extension 29,476,968
263321 Conditional trans. Autonomous Inst (Wage subvention 35,768,265",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,16813803499.0,,,12854.58983,,,,,130.8,"Output Class :Outputs Funded 14,048,994,355
212105 Pension for Local Governments 109,701,094
212107 Gratuity for Local Governments 84,581,907
241001 Loan interest 340,832,532
241002 Commitment Charges 25,837,622
241003 Debt Management Fees 15,000,000
242001 Treasury bills (Interest) 388,436,993
242002 Bonds (Interest) 1,742,500,000
242003 Other 700,000
244001 Listing Fees 1,000,000
262101 Contributions to International Organisations (Current) 55,354,990
262201 Contributions to International Organisations (Capital) 4,165,001
263101 LG Conditional grants 0
263104 Transfers to other govt. Units (Current) 620,727,029
263105 Treasury Transfers to Agencies (Current) 0
263106 Other Current grants (Current) 444,218,675
263201 LG Conditional grants 214,734,579
263204 Transfers to other govt. Units (Capital) 664,353,599
263206 Other Capital grants (Capital) 200,000
263314 Conditional transfers for Agric Extension 29,476,968
263321 Conditional trans. Autonomous Inst (Wage subvention 35,768,265",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,19/20,21900000.0,,,16.74311927,,,,,130.8,"263323 Conditional transfers for feeder roads maintenance workshops 8,280,174
263324 Conditional transfers for Urban Water 2,500,000
263325 Contingency transfers 62,068,387
263334 Conditional transfers for community development 9,016,000
263340 Other grants 1,327,068
263348 Conditional Transfers for Production and marketing 6,521,099
263349 Conditional Transfers to Sanitation & Hygiene 2,646,118
264101 Contributions to Autonomous Institutions 91,829,999
264102 Contributions to Autonomous Institutions (Wage Subventions) 7,252,019
264103 Grants to Cultural Institutions/ Leaders 840,000
264201 Contributions to Autonomous Institutions 2,025,000
291001 Transfers to Government Institutions 7,550,000
291003 Transfers to Other Private Entities 2,754,205
321401 District Unconditional grants 84,372,735
321402 Urban Unconditional grants 36,167,925
321403 District Discretionary Development Equalization Grant 125,085,857
321428 Conditional transfers to Rural water 56,420,000
321431 Conditional transfers to PHC - development 69,360,000
321435 Start-up costs 0
321436 Conditional transfers to environment and natural resources (non-wage) 790,000
321440 Other grants 20,237,510
321450 Transfer for Urban Unconditional Grant (cid:177)(cid:3)Wage 66,550,159
321451 Transfer for District Unconditional Grant (cid:177)(cid:3)Wage 198,180,553
321463 Conditional Transfers for Urban Equalization Grant 17,239,368
321466 Sector Conditional Grant (Wage) 1,747,858,118
321467 Sector Conditional Grant (Non-Wage) 295,170,603
321470 Development Grant 155,508,002
321472 Transitional Development Grant 28,306,609
321606 External Debt repayment (Budgeting) 894,059,493
321615 Treasury Bills Redemption (Budgeting) 3,991,800,000
321616 Treasury Bonds Redemption (Budgeting) 1,279,688,098",Approved Budget Estimate FY 2019-20.pdf
10,Agriculture,20/21,10.66,,,7.66e-06,,,,,139.12,Agriculture,Approved Budget Estimates FY 2020-21.pdf
10,Agriculture,20/21,10.66,,,7.66e-06,,,,,139.12,Agriculture,Approved Budget Estimates FY 2020-21.pdf
