Vote,Sector,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Approved Budget (% of GDP),Actual Expenditure (% of GDP),Performance (%),Deviation (UGX),Execution Status,Nominal GDP (UGX Trillions),Subprogram,Source File
13,Education,17/18,244.2,13.74,11.51,0.000220676,1.04e-05,4.713349713,232.69,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,13.74,11.51,0.000220676,1.04e-05,4.713349713,232.69,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,11.01,8.43,0.000220676,7.62e-06,3.452088452,235.77,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,11.01,8.43,0.000220676,7.62e-06,3.452088452,235.77,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,227.87,218.6,0.000220676,0.000197542,89.51678952,25.6,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,227.87,218.6,0.000220676,0.000197542,89.51678952,25.6,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,39.63,36.19,0.000220676,3.27e-05,14.81981982,208.01,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,39.63,36.19,0.000220676,3.27e-05,14.81981982,208.01,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,65.83,58.72,0.000220676,5.31e-05,24.04586405,185.48,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,65.83,58.72,0.000220676,5.31e-05,24.04586405,185.48,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,96.11,103.87,0.000220676,9.39e-05,42.53480753,140.33,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,96.11,103.87,0.000220676,9.39e-05,42.53480753,140.33,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,27.67,19.26,0.000220676,1.74e-05,7.886977887,224.94,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,27.67,19.26,0.000220676,1.74e-05,7.886977887,224.94,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,10.15,9.85,0.000220676,8.9e-06,4.033579034,234.35,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,10.15,9.85,0.000220676,8.9e-06,4.033579034,234.35,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,13.74,11.51,0.000220676,1.04e-05,4.713349713,232.69,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,13.74,11.51,0.000220676,1.04e-05,4.713349713,232.69,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,11.01,8.43,0.000220676,7.62e-06,3.452088452,235.77,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,11.01,8.43,0.000220676,7.62e-06,3.452088452,235.77,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
14,Health,17/18,1.63,,,1.47e-06,,,,,110.66,"Class: Outputs Funded
075151 Support to Infectious Diseases Institute",Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,10.27,,,9.28e-06,,,,,110.66,"Class: Capital Purchases
075176 Purchase of Office and ICT Equipment, including
Software
075177 Purchase of Specialised Machinery & Equipment
075180 Construction and rehabilitation of learning facilities
(Universities)
075182 Construction and Rehabilitation of Accomodation
Facilities
075184 Campus based construction and rehabilitation
(walkways, plumbing, other)",Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,227.87,218.6,0.000220676,0.000197542,89.51678952,25.6,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,227.87,218.6,0.000220676,0.000197542,89.51678952,25.6,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,39.63,36.19,0.000220676,3.27e-05,14.81981982,208.01,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,39.63,36.19,0.000220676,3.27e-05,14.81981982,208.01,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,65.83,58.72,0.000220676,5.31e-05,24.04586405,185.48,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,65.83,58.72,0.000220676,5.31e-05,24.04586405,185.48,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,96.11,103.87,0.000220676,9.39e-05,42.53480753,140.33,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,96.11,103.87,0.000220676,9.39e-05,42.53480753,140.33,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,27.67,19.26,0.000220676,1.74e-05,7.886977887,224.94,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,27.67,19.26,0.000220676,1.74e-05,7.886977887,224.94,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,10.15,9.85,0.000220676,8.9e-06,4.033579034,234.35,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,10.15,9.85,0.000220676,8.9e-06,4.033579034,234.35,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,13.74,11.51,0.000220676,1.04e-05,4.713349713,232.69,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,13.74,11.51,0.000220676,1.04e-05,4.713349713,232.69,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,11.01,8.43,0.000220676,7.62e-06,3.452088452,235.77,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,11.01,8.43,0.000220676,7.62e-06,3.452088452,235.77,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,227.87,218.6,0.000220676,0.000197542,89.51678952,25.6,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,227.87,218.6,0.000220676,0.000197542,89.51678952,25.6,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,39.63,36.19,0.000220676,3.27e-05,14.81981982,208.01,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,39.63,36.19,0.000220676,3.27e-05,14.81981982,208.01,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,65.83,58.72,0.000220676,5.31e-05,24.04586405,185.48,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,65.83,58.72,0.000220676,5.31e-05,24.04586405,185.48,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,96.11,103.87,0.000220676,9.39e-05,42.53480753,140.33,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,96.11,103.87,0.000220676,9.39e-05,42.53480753,140.33,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,27.67,19.26,0.000220676,1.74e-05,7.886977887,224.94,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,27.67,19.26,0.000220676,1.74e-05,7.886977887,224.94,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,10.15,9.85,0.000220676,8.9e-06,4.033579034,234.35,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,10.15,9.85,0.000220676,8.9e-06,4.033579034,234.35,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,13.74,11.51,0.000220676,1.04e-05,4.713349713,232.69,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,13.74,11.51,0.000220676,1.04e-05,4.713349713,232.69,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,11.01,8.43,0.000220676,7.62e-06,3.452088452,235.77,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,244.2,11.01,8.43,0.000220676,7.62e-06,3.452088452,235.77,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,227.87,218.6,3.82e-05,0.000197542,517.7640928,-176.38,Fully Spent,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,39.63,36.19,3.82e-05,3.27e-05,85.71766935,6.03,Satisfactorily Spent,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,65.83,58.72,3.82e-05,5.31e-05,139.0810043,-16.5,Fully Spent,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,96.11,103.87,3.82e-05,9.39e-05,246.0208432,-61.65,Fully Spent,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,27.67,19.26,3.82e-05,1.74e-05,45.61819043,22.96,Underutilized,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,10.15,9.85,3.82e-05,8.9e-06,23.33017527,32.37,Underutilized,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,13.74,11.51,3.82e-05,1.04e-05,27.26196116,30.71,Underutilized,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,11.01,8.43,3.82e-05,7.62e-06,19.96684036,33.79,Underutilized,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,227.87,218.6,3.82e-05,0.000197542,517.7640928,-176.38,Fully Spent,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,39.63,36.19,3.82e-05,3.27e-05,85.71766935,6.03,Satisfactorily Spent,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,65.83,58.72,3.82e-05,5.31e-05,139.0810043,-16.5,Fully Spent,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,96.11,103.87,3.82e-05,9.39e-05,246.0208432,-61.65,Fully Spent,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,27.67,19.26,3.82e-05,1.74e-05,45.61819043,22.96,Underutilized,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,10.15,9.85,3.82e-05,8.9e-06,23.33017527,32.37,Underutilized,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,13.74,11.51,3.82e-05,1.04e-05,27.26196116,30.71,Underutilized,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,11.01,8.43,3.82e-05,7.62e-06,19.96684036,33.79,Underutilized,110.66,0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,227.87,218.6,3.82e-05,0.000197542,517.7640928,-176.38,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,227.87,218.6,3.82e-05,0.000197542,517.7640928,-176.38,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,39.63,36.19,3.82e-05,3.27e-05,85.71766935,6.03,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,39.63,36.19,3.82e-05,3.27e-05,85.71766935,6.03,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,65.83,58.72,3.82e-05,5.31e-05,139.0810043,-16.5,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,65.83,58.72,3.82e-05,5.31e-05,139.0810043,-16.5,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,96.11,103.87,3.82e-05,9.39e-05,246.0208432,-61.65,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,96.11,103.87,3.82e-05,9.39e-05,246.0208432,-61.65,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,27.67,19.26,3.82e-05,1.74e-05,45.61819043,22.96,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,27.67,19.26,3.82e-05,1.74e-05,45.61819043,22.96,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,10.15,9.85,3.82e-05,8.9e-06,23.33017527,32.37,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,10.15,9.85,3.82e-05,8.9e-06,23.33017527,32.37,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,13.74,11.51,3.82e-05,1.04e-05,27.26196116,30.71,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,13.74,11.51,3.82e-05,1.04e-05,27.26196116,30.71,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,11.01,8.43,3.82e-05,7.62e-06,19.96684036,33.79,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,11.01,8.43,3.82e-05,7.62e-06,19.96684036,33.79,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,227.87,218.6,3.82e-05,0.000197542,517.7640928,-176.38,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,227.87,218.6,3.82e-05,0.000197542,517.7640928,-176.38,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,39.63,36.19,3.82e-05,3.27e-05,85.71766935,6.03,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,39.63,36.19,3.82e-05,3.27e-05,85.71766935,6.03,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,65.83,58.72,3.82e-05,5.31e-05,139.0810043,-16.5,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,65.83,58.72,3.82e-05,5.31e-05,139.0810043,-16.5,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,96.11,103.87,3.82e-05,9.39e-05,246.0208432,-61.65,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,96.11,103.87,3.82e-05,9.39e-05,246.0208432,-61.65,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,27.67,19.26,3.82e-05,1.74e-05,45.61819043,22.96,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,27.67,19.26,3.82e-05,1.74e-05,45.61819043,22.96,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,10.15,9.85,3.82e-05,8.9e-06,23.33017527,32.37,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,10.15,9.85,3.82e-05,8.9e-06,23.33017527,32.37,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,13.74,11.51,3.82e-05,1.04e-05,27.26196116,30.71,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,13.74,11.51,3.82e-05,1.04e-05,27.26196116,30.71,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,11.01,8.43,3.82e-05,7.62e-06,19.96684036,33.79,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,11.01,8.43,3.82e-05,7.62e-06,19.96684036,33.79,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,227.87,218.6,3.82e-05,0.000197542,517.7640928,-176.38,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,227.87,218.6,3.82e-05,0.000197542,517.7640928,-176.38,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,39.63,36.19,3.82e-05,3.27e-05,85.71766935,6.03,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,39.63,36.19,3.82e-05,3.27e-05,85.71766935,6.03,Satisfactorily Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,65.83,58.72,3.82e-05,5.31e-05,139.0810043,-16.5,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,65.83,58.72,3.82e-05,5.31e-05,139.0810043,-16.5,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,96.11,103.87,3.82e-05,9.39e-05,246.0208432,-61.65,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,96.11,103.87,3.82e-05,9.39e-05,246.0208432,-61.65,Fully Spent,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,27.67,19.26,3.82e-05,1.74e-05,45.61819043,22.96,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,27.67,19.26,3.82e-05,1.74e-05,45.61819043,22.96,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,10.15,9.85,3.82e-05,8.9e-06,23.33017527,32.37,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,10.15,9.85,3.82e-05,8.9e-06,23.33017527,32.37,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,13.74,11.51,3.82e-05,1.04e-05,27.26196116,30.71,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,13.74,11.51,3.82e-05,1.04e-05,27.26196116,30.71,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,11.01,8.43,3.82e-05,7.62e-06,19.96684036,33.79,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
13,Education,17/18,42.22,11.01,8.43,3.82e-05,7.62e-06,19.96684036,33.79,Underutilized,110.66,Programme 0751 Delivery of Tertiary Education,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
